headline_id,headline,category,word_count,has_number
5323,Martinez retires after 3 years with Rangers,Sports,7,True
4943,Lawmakers approve 2 billion welfare package,Politics,6,True
413,Thompson retires after 10 years with Titans,Sports,7,True
5083,Taylor Swift postpones tour due to health concerns,Entertainment,8,False
1713,Court rules against government economic plan,Politics,6,False
8633,PM Thompson announces bid for Saxony governorship,Politics,7,False
990,Virtual reality experience brings New Dawn to life,Entertainment,8,False
3791,Rivalry renewed as Titans faces United again,Sports,7,False
6591,President Williams condemns recent infrastructure incidents,Politics,6,False
9131,Regional leaders meet to coordinate economy response,Politics,7,False
2377,SystemPro discontinues unpopular platform line,Technology,5,False
4329,Super Bowl favorites Jets stumble against Sharks,Sports,7,False
7376,Timothee Chalamet biography Starlight begins production,Entertainment,6,False
1534,Opposition criticizes government defense approach,Politics,5,False
6944,machine learning market expected to grow 15 percent,Technology,8,True
8862,Behind the scenes documentary reveals Cascade secrets,Entertainment,7,False
4658,President Chen resigns amid immigration scandal,Politics,6,False
5554,Emergency session called to address security situation,Politics,7,False
2444,Scott withdraws from Championship due to injury,Sports,7,False
5495,CyberDynamics launches new platform with connectivity feature,Technology,7,False
5813,Titans coach discusses strategy after devastating loss,Sports,7,False
4024,PM Anderson vetoes controversial transportation legislation,Politics,6,False
6755,Mad Men crosses 25 episode milestone,Entertainment,6,True
2508,Developers create innovative logistics using virtual reality,Technology,7,False
317,Rangers makes history with second title,Sports,6,False
4808,Martinez traded from Bulls to Eagles in blockbuster deal,Sports,9,False
8548,Zendaya foundation supports aspiring drama artists,Entertainment,6,False
7657,Sharks unveils new stadium for upcoming season,Sports,7,False
5185,DataSystems discontinues unpopular app line,Technology,5,False
6821,blockchain chips face global supply shortage,Technology,6,False
279,Hackers exploit service flaw affecting 150 devices,Technology,7,True
8649,Brown retires after 3 years with Panthers,Sports,7,True
377,ByteLogic partners with DataVault on 5G project,Technology,7,True
9368,Rodriguez retires after 20 years with Jets,Sports,7,True
4014,Jackson withdraws from Finals due to injury,Sports,7,False
6545,Jets coach discusses strategy after disappointing loss,Sports,7,False
5370,Lawmakers approve 2 billion trade package,Politics,6,True
5274,Prime Minister Patel calls for unity on energy issue,Politics,9,False
1117,Rising Tide sequel announced with Chris Evans returning,Entertainment,8,False
3316,offensive voters surprise with The Journey best picture win,Entertainment,9,False
6519,Post Malone announces world tour starting in December,Entertainment,8,False
3085,Jets dynasty continues with another Series win,Sports,7,False
9078,Voters reject Reform proposal on agriculture,Politics,6,False
8860,device update brings display to millions of users,Technology,8,False
3246,QuantumTech discontinues unpopular server line,Technology,5,False
7242,TechCorp delays software launch due to technical issues,Technology,8,False
9676,NexGen settles antitrust lawsuit over service practices,Technology,7,False
3205,Bipartisan group proposes immigration solution,Politics,5,False
3780,Next generation robotics promises 150x performance,Technology,6,True
5295,The Journey visual effects team pushes boundaries of visual effects,Entertainment,10,False
638,5G standards body approves new specifications,Technology,6,True
2947,President Williams announces new tax initiative,Politics,6,False
1049,Germany and Portugal reach compromise on immigration,Politics,7,False
5695,Tom Holland launches production company for romance projects,Entertainment,8,False
168,Michael B Jordan perfects cinematography for demanding Dark Waters role,Entertainment,10,False
8680,Quantum quantum computing achieves new milestone,Technology,6,False
2414,headset update brings security to millions of users,Technology,8,False
6169,Benchmark tests reveal router outperforms competitors,Technology,6,False
2656,Governor Rodriguez declares state of emergency over energy,Politics,8,False
5821,Court rules against government justice plan,Politics,6,False
2300,Emergency session called to address energy situation,Politics,7,False
490,Regional leaders meet to coordinate economy response,Politics,7,False
1410,DataSystems discontinues unpopular console line,Technology,5,False
3270,router battery life extended by 25 percent,Technology,7,True
2873,Poland and Germany sign historic security agreement,Politics,7,False
1371,DigiCore partners with QuantumTech on virtual reality project,Technology,8,False
5909,Belgium withdraws from security agreement treaty,Politics,6,False
5979,PM Garcia faces impeachment over immigration allegations,Politics,7,False
3758,defensive ceremony ratings climb to 30 million,Entertainment,7,True
8531,Political analysts predict Unity victory in Ontario,Politics,7,False
5569,neural networks standards body approves new specifications,Technology,7,False
3241,volleyball legend Hall inducted into hall of fame,Sports,8,False
178,Florence Pugh responds to criticism over Eternal role,Entertainment,8,False
6657,Switzerland hosts peace talks between rival factions,Politics,7,False
9420,Cabinet reshuffle puts focus on economic priorities,Politics,7,False
9240,Martinez makes triumphant return for Rockets,Sports,6,False
1015,Beta testers report positive feedback on smartphone,Technology,7,False
3985,King suspended for 150 games after incident,Sports,7,True
4885,The Mandalorian streaming numbers break records on Hulu,Entertainment,8,False
5812,Argentina withdraws from cooperation deal treaty,Politics,6,False
3608,Stranger Things streaming numbers break records on Apple TV,Entertainment,9,False
446,Viral console app reaches 2 million downloads,Technology,7,True
6374,Thompson named all-star player of the month,Sports,7,False
2728,Hackers exploit console flaw affecting 5 devices,Technology,7,True
9395,Film festival premiere for Margot Robbie directorial debut,Entertainment,8,False
5500,Allen dedicates victory to hometown fans,Sports,6,False
4156,Open source machine learning gains momentum in telecommunications,Technology,8,False
1148,The Office cliffhanger leaves fans demanding answers,Entertainment,7,False
6762,Davis traded from Warriors to Phoenix in blockbuster deal,Sports,9,False
1761,Taylor Swift tribute concert features surprise guests,Entertainment,7,False
3445,Australia faces criticism over justice policy,Politics,6,False
864,New smartwatch features 5G and enhanced biometric,Technology,7,True
9737,Underdog United stuns Bulls in upset victory,Sports,7,False
2464,Labour leadership contest focuses on environmental direction,Politics,7,False
2228,DigiCore discontinues unpopular laptop line,Technology,5,False
4994,Michael B Jordan stars in new horror film Horizon,Entertainment,9,False
4540,Researchers develop virtual reality for finance,Technology,6,False
1776,Playoff picture becomes clearer after Storm victory,Sports,7,False
9976,Starlight receives 3 nominations at offensive awards,Entertainment,7,True
7268,Next generation virtual reality promises 100x performance,Technology,7,True
4251,Bulls wins Championship for fifth consecutive year,Sports,7,False
7676,Lions coach fired after disappointing disappointing finish,Sports,7,False
5451,President Chen inaugurated with promise to fix healthcare,Politics,8,False
9972,President Kim promises action on technology crisis,Politics,7,False
8294,Regional leaders meet to coordinate agriculture response,Politics,7,False
4956,Experts predict edge computing will revolutionize manufacturing,Technology,7,False
9806,Titans unveils new stadium for upcoming season,Sports,7,False
3346,NetSphere partners with QuantumTech on quantum computing project,Technology,8,False
2443,smartwatch sales reach 30 million in first quarter,Technology,8,True
4402,tablet subscriptions top 10 million worldwide,Technology,6,True
5959,Emergency session called to address justice situation,Politics,7,False
9020,Netherlands takes gold in rugby at championships,Sports,7,False
6581,Cybersecurity breach affects 75 million platform accounts,Technology,7,True
7893,The Mandalorian creator discusses plans for final season,Entertainment,8,False
4670,machine learning chips face global supply shortage,Technology,7,False
1213,device sales reach 15 million in first quarter,Technology,8,True
440,NetSphere partners with DataVault on augmented reality project,Technology,8,False
6357,Mayor Walker proposes climate changes,Politics,5,False
7999,Regional leaders meet to coordinate security response,Politics,7,False
6563,Animated Horizon appeals to audiences of all ages,Entertainment,8,False
7767,Hawks suffers setback as key player Rodriguez out for season,Sports,10,False
5413,Stranger Things tackles controversial visual effects in new episode,Entertainment,9,False
8705,Opposition criticizes government welfare approach,Politics,5,False
8596,Opposition criticizes government environmental approach,Politics,5,False
499,Korea imposes new sanctions on Japan,Politics,6,False
5923,New smartphone features virtual reality and enhanced storage,Technology,8,False
3099,5G regulation proposed by government officials,Technology,6,True
7025,Benchmark tests reveal software outperforms competitors,Technology,6,False
1871,Hackers exploit app flaw affecting 200 devices,Technology,7,True
3710,Florence Pugh launches production company for sci-fi projects,Entertainment,8,False
2388,Argentina seeks international support for trade position,Politics,7,False
369,Playoff picture becomes clearer after Galaxy victory,Sports,7,False
6914,Martinez named offensive player of the month,Sports,7,False
7714,Global artificial intelligence conference showcases latest innovations,Technology,7,False
8520,Mayor Robinson proposes education changes,Politics,5,False
2054,rugby season kicks off with Rangers vs United,Sports,8,False
8598,Film festival premiere for Timothee Chalamet directorial debut,Entertainment,8,False
7972,The Journey sequel announced with Margot Robbie returning,Entertainment,8,False
6467,Film festival premiere for Scarlett Johansson directorial debut,Entertainment,8,False
1106,United medical staff clears Miller to play,Sports,7,False
3024,Dua Lipa releases deluxe edition with 50 bonus songs,Entertainment,9,True
3016,Budget committee approves 3 million for environment,Politics,7,True
1751,Westworld cast reunites for special anniversary episode,Entertainment,7,False
5040,Classic bracket set as Lions earns top seed,Sports,8,False
1121,Benchmark tests reveal smartphone outperforms competitors,Technology,6,False
3726,Rivalry renewed as Eagles faces Lions again,Sports,7,False
9153,PM Garcia calls for unity on trade issue,Politics,8,False
3096,InfoStream addresses router security vulnerabilities,Technology,5,False
2591,Austria seeks international support for housing position,Politics,7,False
5011,Storm wins Championship for seventh consecutive year,Sports,7,False
8382,Drake charity concert raises funds for storytelling,Entertainment,7,False
7857,Zendaya takes break from acting after 100 films,Entertainment,8,True
6350,tablet subscriptions top 10 million worldwide,Technology,6,True
7211,Midnight Sun sequel announced with Zendaya returning,Entertainment,7,False
6284,PM Garcia resigns amid energy scandal,Politics,6,False
8957,Underdog Jets stuns Galaxy in upset victory,Sports,7,False
8698,President Kim resigns amid climate change scandal,Politics,7,False
6766,Virtual reality experience brings New Dawn to life,Entertainment,8,False
9269,The Wire merchandise sales exceed 500 million,Entertainment,7,True
889,Turkey reopens economic partnership negotiations with Sweden,Politics,7,False
3829,Regional leaders meet to coordinate agriculture response,Politics,7,False
4608,Korea hosts peace talks between rival factions,Politics,7,False
6650,New technology law passes despite opposition,Politics,6,False
4713,Alliance launches campaign for transportation reform,Politics,6,False
4331,edge computing standards body approves new specifications,Technology,7,False
3823,Governor Williams declares state of emergency over technology,Politics,8,False
3382,Jennifer Lawrence and Tom Holland to star in Midnight Sun,Entertainment,10,False
4962,blockchain standards body approves new specifications,Technology,6,False
2712,CloudNet addresses tablet security vulnerabilities,Technology,5,False
5838,Industry analysts skeptical of InfoStream quantum computing claims,Technology,8,False
8749,Political crisis deepens as Liberal loses support,Politics,7,False
2562,Anderson suspended for 2 games after incident,Sports,7,True
8905,Westworld merchandise sales exceed 25 million,Entertainment,6,True
300,Taylor Swift collaborates with Taylor Swift on new single,Entertainment,9,False
7605,QuantumTech releases server version 100 today,Technology,6,True
1895,Developers create innovative finance using robotics,Technology,6,False
2515,hockey legend Brown inducted into hall of fame,Sports,8,False
7035,Ryan Gosling and Scarlett Johansson to star in Cascade,Entertainment,9,False
1764,President Anderson addresses concerns over defense,Politics,6,False
7651,Senate votes on energy reform bill,Politics,6,False
3375,Australia reopens technology accord negotiations with Norway,Politics,7,False
8171,Viral server app reaches 500 million downloads,Technology,7,True
6750,Warriors wins Open for seventh consecutive year,Sports,7,False
5741,NetSphere opens new virtual reality development center,Technology,7,False
2900,Hill injured in Dragons game against Warriors,Sports,7,False
262,Hackers exploit app flaw affecting 2 devices,Technology,7,True
1511,Court rules against government welfare plan,Politics,6,False
9387,Next generation virtual reality promises 150x performance,Technology,7,True
8647,President Kim announces new trade initiative,Politics,6,False
5042,Political crisis deepens as Progressive loses support,Politics,7,False
8933,Tigers coach discusses strategy after unexpected loss,Sports,7,False
8987,Cabinet reshuffle puts focus on healthcare priorities,Politics,7,False
709,Chancellor Weber faces impeachment over education allegations,Politics,7,False
8467,robotics regulation proposed by government officials,Technology,6,False
3150,Brazil hosts peace talks between rival factions,Politics,7,False
6838,Chris Evans perfects storytelling for demanding Echo role,Entertainment,8,False
6463,Austria and Norway sign historic climate pact,Politics,7,False
6457,New study shows 5G improves assists by 20 percent,Technology,9,True
6331,Drake announces world tour starting in March,Entertainment,7,False
3899,Rivals United and Titans prepare for heated matchup,Sports,8,False
9564,Silver Lining receives 10 nominations at rookie awards,Entertainment,8,True
9990,Cabinet reshuffle puts focus on healthcare priorities,Politics,7,False
3348,NetSphere releases service version 150 today,Technology,6,True
7724,Wolves unveils new stadium for upcoming season,Sports,7,False
1337,offensive ceremony honors Scarlett Johansson with lifetime achievement,Entertainment,8,False
1485,rugby season kicks off with Jets vs Titans,Sports,8,False
238,Jackson makes triumphant return for Sharks,Sports,6,False
7145,Anderson makes triumphant return for Rockets,Sports,6,False
3312,New study shows artificial intelligence improves goals by 500 percent,Technology,10,True
1436,Bad Bunny breaks streaming record with 50 million plays,Entertainment,9,True
9516,device compatibility issues frustrate student users,Technology,6,False
2261,Wright scores 3 points in championship game,Sports,7,True
7292,Wright dedicates victory to hometown fans,Sports,6,False
1842,Starlight tops box office with 30 million opening,Entertainment,8,True
1261,Allen dedicates victory to hometown fans,Sports,6,False
7990,Budget committee approves 20 million for employment,Politics,7,True
3650,Sweden withdraws from technology accord treaty,Politics,6,False
8051,Bad Bunny charity concert raises funds for visual effects,Entertainment,9,False
5512,President Wilson condemns recent economy incidents,Politics,6,False
5581,Cabinet reshuffle puts focus on agriculture priorities,Politics,7,False
9765,Open source internet of things gains momentum in energy,Technology,9,False
8320,Florence Pugh launches production company for sci-fi projects,Entertainment,8,False
1670,Florence Pugh foundation supports aspiring thriller artists,Entertainment,7,False
4856,Ariana Grande drops surprise album featuring 2 tracks,Entertainment,8,True
3086,New immigration law passes despite opposition,Politics,6,False
676,Tom Holland takes break from acting after 2 films,Entertainment,9,True
3413,QuantumTech opens new neural networks development center,Technology,7,False
6738,Patent dispute between NexGen and ByteLogic intensifies,Technology,7,False
5546,Switzerland imposes new sanctions on Norway,Politics,6,False
2742,Beta testers report positive feedback on laptop,Technology,7,False
2936,Quantum edge computing achieves new milestone,Technology,6,False
681,Cabinet reshuffle puts focus on transportation priorities,Politics,7,False
6835,Reform party wins majority in Victoria election,Politics,7,False
7789,The Office spin-off series ordered by Disney Plus,Entertainment,8,False
1200,AppWorks faces criticism over router privacy concerns,Technology,7,False
2823,Soundtrack from Rising Tide tops music charts,Entertainment,7,False
6293,Japan hosts peace talks between rival factions,Politics,7,False
8151,Hawks makes history with fifth title,Sports,6,False
7003,Animated Silver Lining appeals to audiences of all ages,Entertainment,9,False
8193,Augmented reality software debuts in 30 markets,Technology,7,True
9621,InnovateLab acquires NexGen for 20 billion,Technology,6,True
9663,processor subscriptions top 50 million worldwide,Technology,6,True
3074,Industry analysts skeptical of CyberDynamics neural networks claims,Technology,8,False
631,Government unveils 100 billion energy plan,Politics,6,True
4682,Underdog Titans stuns Dragons in upset victory,Sports,7,False
6116,International observers monitor Catalonia election process,Politics,6,False
9007,Brazil reopens economic partnership negotiations with Canada,Politics,7,False
9370,SoftBridge announces cloud computing breakthrough,Technology,5,False
5802,Spain hosts peace talks between rival factions,Politics,7,False
4029,Casting announcement for Echo sparks fan debate,Entertainment,7,False
6654,Senate votes on housing reform bill,Politics,6,False
5427,Augmented reality laptop debuts in 5 markets,Technology,7,True
5404,robotics chips face global supply shortage,Technology,6,False
2205,Lost City visual effects team pushes boundaries of direction,Entertainment,9,False
3901,The Office renewed for fourth season,Entertainment,6,False
4721,artificial intelligence startups attract record venture capital,Technology,7,False
8685,Canada imposes new sanctions on Switzerland,Politics,6,False
5627,Bulls announces signing of star player Taylor,Sports,7,False
8379,AppWorks stock surges after console announcement,Technology,6,False
3104,Prime Minister Davis condemns recent housing incidents,Politics,7,False
5249,Opposition criticizes government welfare approach,Politics,5,False
4287,Titans dynasty continues with another Finals win,Sports,7,False
7776,Japan and France reach compromise on employment,Politics,7,False
4503,Budget committee approves 20 million for infrastructure,Politics,7,True
8911,Billie Eilish tribute concert features surprise guests,Entertainment,7,False
7149,Industry analysts skeptical of TechCorp edge computing claims,Technology,8,False
784,InfoStream partners with NexGen on internet of things project,Technology,9,False
43,Soundtrack from Starlight tops music charts,Entertainment,6,False
6398,Diplomatic tensions rise between Portugal and Brazil,Politics,7,False
8799,International observers monitor Saxony election process,Politics,6,False
2969,DataVault rival NexGen challenges market dominance,Technology,6,False
6782,Weather delays Rockets versus Bulls matchup,Sports,6,False
8948,Belgium seeks international support for security position,Politics,7,False
8188,Michael B Jordan responds to criticism over Echo role,Entertainment,9,False
2973,CyberDynamics delays platform launch due to technical issues,Technology,8,False
4583,Film festival premiere for Chris Evans directorial debut,Entertainment,8,False
5357,India imposes new sanctions on Netherlands,Politics,6,False
4073,Storm dynasty continues with another Masters win,Sports,7,False
5137,Labour coalition faces challenges on trade,Politics,6,False
3734,Eagles trades Lopez to Wolves in surprise move,Sports,8,False
4555,Open final set between Storm and City,Sports,7,False
2612,Open source 5G gains momentum in retail,Technology,7,True
1615,Behind the scenes documentary reveals New Dawn secrets,Entertainment,8,False
6471,The Mandalorian streaming numbers break records on Amazon Prime,Entertainment,9,False
4681,Local referendum on justice scheduled for February,Politics,7,False
7634,DigiCore commits to carbon neutral processor manufacturing,Technology,7,False
917,President Wilson meets with Chancellor Rodriguez to discuss infrastructure,Politics,9,False
6777,Emergency session called to address education situation,Politics,7,False
8463,Phoenix coach discusses strategy after unexpected loss,Sports,7,False
1631,NetSphere launches new smartphone with 5G feature,Technology,7,True
2040,Taylor Swift releases deluxe edition with 50 bonus songs,Entertainment,9,True
2869,Experts predict robotics will revolutionize finance,Technology,6,False
1528,The Mandalorian crosses 2 episode milestone,Entertainment,6,True
4965,Dua Lipa charity concert raises funds for storytelling,Entertainment,8,False
5645,New study shows edge computing improves points by 25 percent,Technology,10,True
4892,King controversy overshadows Eagles success,Sports,5,False
9778,Norway imposes new sanctions on Sweden,Politics,6,False
3183,Emergency session called to address energy situation,Politics,7,False
1494,golf season kicks off with Storm vs Phoenix,Sports,8,False
2885,Patent dispute between NetSphere and CodeForge intensifies,Technology,7,False
9610,Drake announces world tour starting in March,Entertainment,7,False
9176,Portugal withdraws from security agreement treaty,Politics,6,False
1588,Stranger Things renewed for sixth season,Entertainment,6,False
852,The Office cliffhanger leaves fans demanding answers,Entertainment,7,False
4910,Animated Horizon appeals to audiences of all ages,Entertainment,8,False
6846,Court rules against government energy plan,Politics,6,False
3468,Super Bowl bracket set as Thunder earns top seed,Sports,9,False
8396,All-star Brown selected for Series squad,Sports,6,False
781,Classic bracket set as Panthers earns top seed,Sports,8,False
9429,blockchain adoption increases among mobile users,Technology,6,False
7401,Global 5G conference showcases latest innovations,Technology,6,True
1987,Lopez named MVP player of the month,Sports,7,False
701,app compatibility issues frustrate enterprise users,Technology,6,False
4941,rugby season kicks off with Bulls vs Thunder,Sports,8,False
7267,PM Garcia calls for unity on environment issue,Politics,8,False
8546,AppWorks invests 100 million in edge computing research,Technology,8,True
2663,baseball season kicks off with Wolves vs Jets,Sports,8,False
1812,Thompson retires after 20 years with City,Sports,7,True
6141,TechCorp opens new internet of things development center,Technology,8,False
4507,Next generation quantum computing promises 100x performance,Technology,7,True
4677,Tigers secures playoff spot with win over Rangers,Sports,8,False
9703,International observers monitor Lombardy election process,Politics,6,False
7575,Chris Evans stars in new action film Rising Tide,Entertainment,9,False
8136,service subscriptions top 2 million worldwide,Technology,6,True
8162,CyberDynamics acquires InnovateLab for 200 billion,Technology,6,True
757,Reform coalition faces challenges on transportation,Politics,6,False
6489,Oscar Isaac launches production company for action projects,Entertainment,8,False
9526,CloudNet invests 2 million in cloud computing research,Technology,8,True
2523,Controversy erupts as Galaxy protests referee decision,Sports,7,False
7701,Italy imposes new sanctions on Austria,Politics,6,False
2399,International summit addresses global technology concerns,Politics,6,False
9892,Succession renewed for third season,Entertainment,5,False
9921,CyberDynamics commits to carbon neutral service manufacturing,Technology,7,False
7054,Jennifer Lawrence launches production company for thriller projects,Entertainment,8,False
1772,processor compatibility issues frustrate business users,Technology,6,False
8727,Wright achieves career milestone of 15 points,Sports,7,True
3787,Viral platform app reaches 2 million downloads,Technology,7,True
9768,Echo remake updates classic with modern production design,Entertainment,8,False
229,World Cup bracket set as Jets earns top seed,Sports,9,False
9944,Storm secures playoff spot with win over Phoenix,Sports,8,False
1159,NetSphere releases device version 50 today,Technology,6,True
6297,Young injured in Jets game against Sharks,Sports,7,False
4579,Panthers coach discusses strategy after disappointing loss,Sports,7,False
2942,Overtime thriller sees Storm edge past Thunder,Sports,7,False
1056,Austria reopens technology accord negotiations with Sweden,Politics,7,False
8617,Election results show shift toward Republican policies,Politics,7,False
2642,Wolves unveils new stadium for upcoming season,Sports,7,False
3836,rookie nominations announced with The Journey leading,Entertainment,7,False
2923,Lee achieves career milestone of 30 goals,Sports,7,True
8560,Benchmark tests reveal device outperforms competitors,Technology,6,False
2521,Wolves secures playoff spot with win over Phoenix,Sports,8,False
6127,World Cup final set between Phoenix and Titans,Sports,8,False
4532,Rising Tide franchise reaches 25 billion globally,Entertainment,7,True
138,Experts predict edge computing will revolutionize energy,Technology,7,False
526,City dominates Dragons with 2 point margin,Sports,7,True
9855,Galaxy dynasty continues with another Open win,Sports,7,False
1319,tablet compatibility issues frustrate senior users,Technology,6,False
4088,InfoStream opens new cloud computing development center,Technology,7,False
1711,Progressive coalition faces challenges on agriculture,Politics,6,False
4544,Succession production moves to new Disney Plus home,Entertainment,8,False
5088,SoftBridge invests 10 million in robotics research,Technology,7,True
5191,International distribution secured for Silver Lining,Entertainment,6,False
6593,New study shows robotics improves goals by 50 percent,Technology,9,True
9810,Dragons coach fired after disappointing disappointing finish,Sports,7,False
378,Storm makes history with second title,Sports,6,False
235,Wright scores 2 points in championship game,Sports,7,True
8803,Controversy surrounds Emma Stone comments at all-star,Entertainment,7,False
6798,Mexico imposes new sanctions on Spain,Politics,6,False
8190,Hawks rebuilding begins after tough season,Sports,6,False
110,Mayor Anderson proposes justice changes,Politics,5,False
8986,Hill signs 250 million contract extension,Sports,6,True
